"First","Last","Player","Team","Season","Min","Pos","Shots","SoT","Dist","Solo","G","xG","xPlace","G-xG","KeyP","Dist.key","A","xA","A-xA","xG+xA","PA","xPA","xG/shot","xA/pass","G-xG/shot","A-xA/pass","Comp ($K)","Team/96","Min/96","Pos/96","Shots/96","SoT/96","G/96","xG/96","xPlace/96","G-xG/96","KeyP/96","A/96","xA/96","A-xA/96","xG+xA/96","PA/96","xPA/96","Comp ($K)/96","extreme1","extreme2","plotnames"
"Chris","Wondolowski","Chris Wondolowski","SJE",2019,2111,"F",59,26,14.1142286042599,0.135593220338983,11,10.919,0.769968998182124,0.08072971604592,24,22.8072339607738,2,2.01576187836649,-0.0157618783664945,12.9350321623206,5.82568678808024,6.09983213221441,0.185072377694137,0.0839900782652706,0.00136830027196475,-0.00065674493193727,800,"SJE",2111,"F",2.68308858360966,1.18237801989578,0.500236854571293,0.496565583732635,0.0350151699789123,0.00367127083865861,1.09142586451919,0.0909521553765988,0.091668943781707,-0.000716788405108229,0.588234527514342,0.264929384962436,0.277396439930167,800,518,516,"Wondolowski"
"Nemanja","Nikolic","Nemanja Nikolic","CHI",2019,2097,"F",37,16,14.0453420070756,0.135135135135135,6,10.009,-1.40654995698175,-4.00945739071075,20,19.5870136701281,0,2.7863171052489,-2.7863171052489,12.7957744959596,3.00987460130015,6.71408624866388,0.270525875424615,0.139315855262445,-0.108363713262453,-0.139315855262445,1913,"CHI",2097,"F",1.69384835479256,0.732474964234621,0.274678111587983,0.458229809016801,-0.0643914143396511,-0.183551697428818,0.915593705293276,0,0.127556720125844,-0.127556720125844,0.585786529142645,0.137791111933626,0.307368755303639,1913,516,485,"Nikolic"
"Daniel","Royer","Daniel Royer","NYRB",2019,2485,"Wing",59,28,18.7148108570369,0.169491525423729,7,8.474,0.497602338315957,-1.47427663382179,28,16.868532961543,6,4.1273814423338,1.8726185576662,12.6016580761556,2.97373751001718,4.8866693001703,0.143631807352912,0.14740648008335,-0.0249877395563016,0.0668792342023641,769,"NYRB",2485,"Wing",2.27927565392354,1.08169014084507,0.270422535211268,0.327376481628528,0.0192232694077794,-0.0569539464172604,1.08169014084507,0.231790744466801,0.159448136202835,0.0723426082639657,0.486824617831363,0.114880805215955,0.188780785841589,769,511,498,"Royer"
"Uriel","Antuna","Uriel Antuna","LAG",2019,2557,"Wing",44,16,14.1131424571177,0.159090909090909,6,7.464,-0.650463427022608,-1.46427944290425,34,16.1719785276893,5,5.040478988329,-0.0404789883290027,12.5047584312333,4.30860189818067,4.70185632577378,0.16964271461146,0.148249382009677,-0.033279078247824,-0.00119055848026478,420,"LAG",2557,"Wing",1.65193586233868,0.600703949941337,0.225263981228002,0.280238884051157,-0.0244209968690537,-0.0549749028231554,1.27649589362534,0.187719984356668,0.189239727367847,-0.00151974301117883,0.469478611419004,0.161762136185117,0.176526479184311,420,501,479,"Antuna"
"Michael","Barrios","Michael Barrios","FCD",2019,2948,"Wing",52,17,20.2967827357188,0.211538461538462,4,5.015,-1.13557143346987,-1.01504902862021,55,18.8513967375799,11,7.48438408421474,3.51561591578526,12.4994331128349,1.7342621452601,2.73234541207369,0.0964432505503886,0.136079710622086,-0.0195201736273117,0.0639202893779139,500,"FCD",2948,"Wing",1.69335142469471,0.55359565807327,0.130257801899593,0.163312315721689,-0.0369792597059387,-0.0330545138220963,1.7910447761194,0.358208955223881,0.243724854845527,0.114484100378353,0.407037170567217,0.0564752937398133,0.088977326851789,500,473,449,"Barrios"
"Darwin","Quintero","Darwin Quintero","MIN",2019,2324,"CAM",68,21,21.5887822432797,0.25,5,7.203,-1.68113755075515,-2.2031442151081,50,21.2023266812133,5,5.17684016475006,-0.176840164750064,12.3799843798582,3.28188947798117,4.7315868173747,0.105928591398649,0.103536803295001,-0.0323991796339426,-0.00353680329500128,1750,"MIN",2324,"CAM",2.80895008605852,0.867469879518072,0.206540447504303,0.297548125925292,-0.0694445804098512,-0.0910076784209886,2.06540447504303,0.206540447504303,0.213845376857146,-0.00730492935284258,0.511393502782437,0.135568584288379,0.195452811733206,1750,496,461,"Quintero"
"Kacper","Przybylko","Kacper Przybylko","PHI",2019,2417,"F",68,34,16.4901739472699,0.132352941176471,15,9.743,1.77487649657824,5.25671652558709,23,20.8418950606192,4,2.36140003778985,1.63859996221015,12.1046835122028,11.4322644017327,7.08147806467323,0.143283580506072,0.102669566860428,0.0773046547880454,0.0712434766178324,277,"PHI",2417,"F",2.70086884567646,1.35043442283823,0.59577989242863,0.386990158685825,0.0704957152136994,0.208789733742805,0.913529168390567,0.158874637980968,0.0937916440330269,0.0650829939479413,0.480781802718852,0.454074217031997,0.281266815973782,277,515,519,"Przybylko"
"Alberth","Elis","Alberth Elis","HOU",2019,2092,"Wing",61,28,18.9899335444278,0.114754098360656,7,5.816,2.52488648349973,1.18414611652323,34,16.9384472241575,7,6.22166818106965,0.778331818930349,12.0375220645464,3.7558313954994,3.3925992870399,0.0953418669422421,0.182990240619696,0.0194122314184137,0.0228921123214809,650,"HOU",2092,"Wing",2.79923518164436,1.2848948374761,0.321223709369025,0.266884308228379,0.115864771709356,0.0543394011406456,1.56022944550669,0.321223709369025,0.285506761655204,0.035716947713821,0.552391069883583,0.172351727518137,0.155683332483667,650,485,497,"Elis"
"Jozy","Altidore","Jozy Altidore","TOR",2019,1799,"F",43,22,14.1000632511991,0.0697674418604651,10,8.31,1.31900206859111,1.68977272691314,22,17.0714605069808,5,3.62226160848994,1.37773839151006,11.9324888815768,7.4545816275029,5.63761218099503,0.193261099374113,0.164648254931361,0.0392970401607706,0.0626244723413664,6332,"TOR",1799,"F",2.29460811561979,1.1739855475264,0.533629794330183,0.443458487057442,0.0703858802583361,0.090171307272741,1.1739855475264,0.266814897165092,0.193294671714861,0.0735202254502311,0.636753158772303,0.397798686070194,0.300839782865771,6332,510,513,"Altidore"
"C.J.","Sapong","C.J. Sapong","CHI",2019,2725,"Wing",46,24,13.2889491528879,0.152173913043478,11,8.991,0.859454307975552,2.00872821843214,26,22.5916392026638,1,2.84042436527325,-1.84042436527325,11.8316961468411,7.11673605138122,6.44020259655017,0.195462430034084,0.109247090972048,0.0436680047485247,-0.0707855525105096,475,"CHI",2725,"Wing",1.6205504587156,0.845504587155963,0.387522935779817,0.3167567306534,0.0302780233268451,0.0707662051264166,0.915963302752294,0.0352293577981651,0.100066326262837,-0.0648369684646723,0.416823056916237,0.25071804070921,0.226884201566538,475,512,514,"Sapong"
"Maximiliano","Moralez","Maximiliano Moralez","NYC",2019,2652,"Wing",37,17,20.2715391356552,0.162162162162162,3,3.834,0.626024016512219,-0.833940002722101,74,21.9987536023382,12,7.95230883653424,4.04769116346576,11.7862488392563,1.48730133426397,2.25682741387616,0.10362000007357,0.107463632926138,-0.0225389189924892,0.0546985292360238,2000,"NYC",2652,"Wing",1.3393665158371,0.615384615384615,0.108597285067873,0.138785158469578,0.0226615028601708,-0.030187873401705,2.67873303167421,0.434389140271493,0.287866383222959,0.146522757048534,0.426651541692537,0.0538389623262976,0.081695110004567,2000,448,405,"Moralez"
"Julian","Gressel","Julian Gressel","ATL",2019,2847,"FB/WB",61,22,21.6685917138255,0.19672131147541,5,5.313,-0.00628714889651771,-0.312811819278373,53,16.8006794934137,11,6.32606089631914,4.67393910368086,11.6388727155975,3.03761191804358,3.55638801915215,0.087095275725875,0.119359639553191,-0.00512806261112086,0.0881875302581295,133,"ATL",2847,"FB/WB",2.05690200210748,0.741833508956797,0.168598524762908,0.179146447014655,-0.000212000805783527,-0.010547922251747,1.78714436248683,0.370916754478398,0.213312906935946,0.157603847542453,0.392459353950601,0.102427377636875,0.119920354702707,133,479,457,"Gressel"
"Kei","Kamara","Kei Kamara","COL",2019,2739,"F",70,29,15.4416014196999,0.2,6,9.399,2.29269548366451,-3.39870742642398,20,23.19945882156,1,2.19384997021656,-1.19384997021656,11.5925573966405,2.50917580068032,4.87985939651719,0.134267248948914,0.109692498510828,-0.0485529632346283,-0.059692498510828,750,"COL",2739,"F",2.45345016429354,1.01642935377875,0.210295728368018,0.329418003992954,0.080357344443882,-0.119122275624937,0.700985761226725,0.0350492880613363,0.0768928795694741,-0.0418435915081379,0.406310883562429,0.0879448254345786,0.171035597687349,750,514,477,"Kamara"
"Latif","Blessing","Latif Blessing","LAFC",2019,2900,"CM",38,10,17.5310302387675,0.263157894736842,6,6.554,-1.13542758326647,-0.554068261539469,39,21.2342884433738,3,4.67430322311365,-1.67430322311365,11.2283714846531,2.38954954983031,3.45697133301182,0.172475480566828,0.119853928797786,-0.0145807437247229,-0.042930851874709,103,"LAFC",2900,"CM",1.25793103448276,0.331034482758621,0.198620689655172,0.216962259692341,-0.0375865682736486,-0.0183415700371686,1.29103448275862,0.0993103448275862,0.154735554972038,-0.0554252101444519,0.371697814664379,0.0791023299254173,0.114437671713495,103,492,476,"Blessing"
"Valentin","Castellanos","Valentin Castellanos","NYC",2019,2219,"F",69,28,19.5928001056682,0.217391304347826,10,7.735,1.17852727025612,2.26503515107891,29,20.4875261184908,6,3.47166434139836,2.52833565860164,11.2066291903195,8.86403914168526,5.93199285786395,0.112100939839436,0.119712563496495,0.0328265963924479,0.0871839882276426,275,"NYC",2219,"F",2.98512843623254,1.21135646687697,0.432627309598918,0.334635703243094,0.0509863082219861,0.0979916063558246,1.25461919783686,0.259576385759351,0.150193680384968,0.109382705374384,0.484829383628061,0.38348254060468,0.256634211065768,275,504,508,"Castellanos"
"Cristian","Penilla","Cristian Penilla","NER",2019,1915,"Wing",53,18,18.8307529350385,0.188679245283019,5,6.044,0.221902675920012,-1.0441681623353,42,20.5683363635526,5,5.09011284841427,-0.090112848414272,11.1342810107496,3.69734107863204,4.33637876523304,0.114040908723308,0.121193163057483,-0.0197012860817981,-0.00214554400986362,550,"NER",1915,"Wing",2.65691906005222,0.902349869451697,0.25065274151436,0.302997464012631,0.0111241028137447,-0.0523447224982709,2.10548302872063,0.25065274151436,0.255170148014501,-0.00451740650014105,0.558167612027132,0.185349735534556,0.217385045150064,550,490,474,"Penilla"
"Danny","Hoesen","Danny Hoesen","SJE",2019,1643,"F",50,22,16.1351310371761,0.08,4,8.06,-1.34861997368713,-4.06004887496833,23,18.9707805440341,2,2.96536874293712,-0.965368742937124,11.0254176179055,2.38406021949677,5.50385744445207,0.161200977499367,0.128929075779875,-0.0812009774993665,-0.0419725540407445,550,"SJE",1643,"F",2.9214850882532,1.28545343883141,0.233718807060256,0.470946251976238,-0.0787994628569472,-0.237227444915983,1.34388314059647,0.116859403530128,0.173265611273259,-0.0564062077431308,0.644211863249497,0.139299927615149,0.321588749036761,550,506,433,"Hoesen"
"Valeri","Qazaishvili","Valeri Qazaishvili","SJE",2019,2260,"Wing",95,28,22.2437372176675,0.136842105263158,5,7.279,-0.942408403447839,-2.27871791095202,34,20.2527413343424,5,3.54623396815384,1.45376603184616,10.8249518791059,3.1479585110039,4.26347652073643,0.0766180832731792,0.104300999063348,-0.0239865043258108,0.0427578244660635,1604,"SJE",2260,"Wing",4.0353982300885,1.18938053097345,0.212389380530973,0.30918447763336,-0.040031507403094,-0.0967950971023869,1.44424778761062,0.212389380530973,0.150636487142818,0.0617528933881554,0.459820964776178,0.133718591617865,0.181103427429512,1604,498,458,"Qazaishvili"
"Gyasi","Zardes","Gyasi Zardes","CLB",2019,2657,"F",48,18,13.0240908722877,0.145833333333333,10,9.098,-0.164356238938595,0.901613573970211,26,22.8261479217784,2,1.64727600766863,0.352723992331368,10.7456624336984,6.20049365922793,6.47573543780632,0.189549717208954,0.0633567695257166,0.0187836161243794,0.0135663073973603,1472,"CLB",2657,"F",1.73428678961234,0.650357546104629,0.361309747835905,0.328733570530244,-0.00593835112461615,0.0325761773056606,0.939405344373353,0.072261949567181,0.059517687894689,0.012744261672492,0.388251258424934,0.224029880047377,0.233974633808584,1472,513,512,"Zardes"
"Carles","Gil","Carles Gil","NER",2019,3283,"CM",55,18,23.172172958555,0.163636363636364,6,3.952,1.49993738159953,2.04799083447601,70,21.2206544759406,7,6.75707891101666,0.242921088983338,10.7090880765407,2.88204497827466,2.31544068852379,0.0718547121004362,0.0965296987288095,0.0372361969904729,0.00347030127119054,2338,"NER",3283,"CM",1.60828510508681,0.526347852573865,0.175449284191288,0.115562863201433,0.0438604899888988,0.0598864209898558,2.04690831556503,0.204690831556503,0.197587443026987,0.00710338852951582,0.31315030622842,0.0842754547408977,0.0677070685648139,2338,451,489,"Gil"
"Brian","Fernandez","Brian Fernandez","POR",2019,1540,"F",66,28,17.6122577070166,0.0909090909090909,10,8.075,2.08036224642386,1.92469034233378,23,18.7328563949644,1,2.5544941278067,-1.5544941278067,10.6298037854729,6.81901462339709,5.19341287123973,0.122353176631306,0.111064962078552,0.0291619748838451,-0.0675867012089871,1276,"POR",1540,"F",4.11428571428571,1.74545454545455,0.623376623376623,0.503395926711661,0.129684919257591,0.119980696664963,1.43376623376623,0.0623376623376623,0.159241192382755,-0.0969035300450931,0.662637119094416,0.425081431068909,0.323745217947412,1276,508,510,"Fernandez"
"Alejandro","Pozuelo","Alejandro Pozuelo","TOR",2019,2679,"CAM",52,19,21.2484795523901,0.173076923076923,5,3.866,0.201170797857037,1.13435168849854,54,18.8418985980296,6,6.72910866126343,-0.729108661263434,10.5947569727649,2.90956781713255,2.72428200143743,0.0743393906057973,0.12461312335673,0.0218144555480488,-0.0135020122456191,3800,"TOR",2679,"CAM",1.86338185890258,0.680851063829787,0.179171332586786,0.138522671856715,0.00720880798591845,0.0406486607300708,1.93505039193729,0.215005599104143,0.241132673191971,-0.0261270740878274,0.379655345048686,0.104262228609453,0.0976226473079481,3800,449,471,"Pozuelo"
"Diego","Valeri","Diego Valeri","POR",2019,2810,"CAM",67,21,22.5313432744495,0.17910447761194,4,5.375,-0.894846927098499,-1.37451402215171,54,21.4128702396243,4,5.20722991739263,-1.20722991739263,10.5817439395443,2.13211295677057,3.13478534303808,0.0802166271962942,0.0964301836554191,-0.0205151346589807,-0.0223561095813451,2420,"POR",2810,"CAM",2.28896797153025,0.717437722419929,0.136654804270463,0.1836132904365,-0.0305712829186676,-0.046958486166037,1.84483985765125,0.136654804270463,0.177898246288147,-0.0412434420176843,0.361511536724647,0.0728408696974999,0.107095869370696,2420,480,456,"Valeri"
"Christian","Ramirez","Christian Ramirez","LAFC, HOU",2019,1716,"F",43,25,16.9470467627673,0.186046511627907,8,8.198,-0.372790013949277,-0.197517694151755,18,20.98982143134,3,1.89154055618027,1.10845944381973,10.089058250332,5.99315847451974,5.20649289502013,0.190639946375622,0.105085586454459,-0.00459343474771524,0.0615810802122073,666,"LAFC, HOU",1716,"F",2.40559440559441,1.3986013986014,0.447552447552448,0.458602388484014,-0.0208553853957638,-0.0110499409315667,1.00699300699301,0.167832167832168,0.1058204506954,0.0620117171367682,0.564422839179414,0.335281592980126,0.291272329791336,666,509,501,"Ramirez"
"Heber","Heber","Heber","NYC",2019,1693,"F",44,23,16.6420795421219,0.204545454545455,14,7.732,1.51122296339082,6.26835608643949,23,21.0210243451238,3,2.32032618797811,0.679673812021886,10.0519701015386,7.44311833888049,4.78808540414957,0.175719179853648,0.100883747303396,0.14246263832817,0.0295510353052994,789,"NYC",1693,"F",2.4949793266391,1.30419373892499,0.793857058476078,0.43841572102883,0.085692501172781,0.355441337447248,1.30419373892499,0.170112226816302,0.13157195159238,0.0385402752239226,0.569987672621209,0.422055145028073,0.271503956762173,789,503,518,"Heber"
"Jesus","Ferreira","Jesus Ferreira","FCD",2019,2610,"F",54,21,19.0300727248985,0.240740740740741,8,7.257,1.59261518421929,0.743348341591449,31,24.3614590189377,5,2.79458873865292,2.20541126134708,10.0512403970615,3.87670065947193,3.65178081937194,0.134382438118677,0.0901480238275136,0.0137657100294713,0.0711422987531316,70,"FCD",2610,"F",1.98620689655172,0.772413793103448,0.294252873563218,0.266911325366751,0.0585789493046175,0.0273415481964671,1.14022988505747,0.183908045977011,0.102789470847004,0.0811185751300075,0.369700796213755,0.142591288624255,0.134318374965405,70,497,500,"Ferreira"
"Krisztian","Nemeth","Krisztian Nemeth","SKC",2019,1679,"F",42,16,15.8032832874495,0.119047619047619,7,7.591,0.230877873780921,-0.591445437725996,21,22.8662347191365,1,2.34227306038896,-1.34227306038896,9.93371849811496,3.03107838270548,3.21498507962745,0.180748700898238,0.111536812399474,-0.0140820342315713,-0.0639177647804267,1064,"SKC",1679,"F",2.40142942227516,0.914830256104824,0.400238237045861,0.434055248375042,0.0132008790249961,-0.0338170113291814,1.20071471113758,0.0571768910065515,0.133923891481441,-0.07674700047489,0.567979139856484,0.173307638320266,0.183822851485548,1064,502,495,"Nemeth"
"Gonzalo","Martinez","Gonzalo Martinez","ATL",2019,2263,"CAM",59,16,23.1011989411502,0.254237288135593,3,4.649,-0.86881400462233,-1.6486393948258,39,20.8619788899021,6,5.26931079810208,0.730689201897919,9.91795019292788,2.32219973222971,2.99550218889444,0.0787904982173864,0.135110533284669,-0.0279430405902678,0.0187356205614851,900,"ATL",2263,"CAM",2.50287229341582,0.678745028722934,0.12726469288555,0.197202554972725,-0.0368564491576419,-0.0699378620871748,1.65444100751215,0.2545293857711,0.223532406812992,0.0309969789581088,0.420734961785717,0.0985113452470404,0.127073888702548,900,465,422,"Martinez"
"Teal","Bunbury","Teal Bunbury","NER",2019,2345,"F",55,20,17.3815842571804,0.236363636363636,6,7.429,-1.32105963281942,-1.42931029252889,26,22.2195492618262,2,2.45494830191742,-0.454948301917417,9.88425859444631,4.41020600523688,5.13233064351356,0.135078368955071,0.0944210885352853,-0.0259874598641616,-0.0174980116122084,271,"NER",2345,"F",2.25159914712154,0.818763326226013,0.245628997867804,0.304142340333805,-0.0540817589555071,-0.0585133424660014,1.06439232409382,0.0818763326226013,0.10050108186954,-0.018624749246939,0.404643422203346,0.180545746909484,0.210108205448743,271,500,483,"Bunbury"
"Jordan","Morris","Jordan Morris","SEA",2019,2162,"Wing",37,18,14.2996188652633,0.108108108108108,9,6.562,1.04255861171831,2.43763520877413,21,16.7599872072867,6,3.31896102812834,2.68103897187166,9.88132581935421,6.10083869811893,4.66709585556722,0.177361210573672,0.158045763244207,0.065882032669571,0.127668522470079,620,"SEA",2162,"Wing",1.64292321924144,0.799259944495837,0.399629972247919,0.291390851044257,0.0462930743408685,0.108239121203662,0.932469935245143,0.266419981498612,0.147372922618095,0.119047058880518,0.438763773662352,0.270897555513144,0.207234598582078,620,493,507,"Morris"
"Adama","Diomande","Adama Diomande","LAFC",2019,1542,"F",48,15,17.9861089429698,0.166666666666667,7,6.855,-1.40548962553172,0.14453688621575,20,17.4383004235333,5,2.97786161465605,2.02213838534395,9.8333247284403,4.7765934943278,3.71465670231287,0.142822148203839,0.148893080732803,0.00301118512949479,0.101106919267197,935,"LAFC",1542,"F",2.98832684824903,0.933852140077821,0.43579766536965,0.426799260002132,-0.087501299643998,0.0089984053675175,1.24513618677043,0.311284046692607,0.185392162780143,0.125891883912464,0.612191422782275,0.297375470463987,0.231262674073953,935,494,494,"Diomande"
"Dominic","Dwyer","Dominic Dwyer","ORL",2019,1738,"F",51,21,17.3974952533813,0.0980392156862745,4,7.85,-0.635736145478494,-3.84955947302553,7,13.2445868716953,3,1.96434698283654,1.03565301716346,9.81390645586207,1.71343448830979,5.08137299523992,0.153912930843638,0.280620997548077,-0.0754815582946182,0.147950431023351,1503,"ORL",1738,"F",2.81703107019563,1.15995397008055,0.220943613348677,0.433577508291399,-0.0351154602795946,-0.212633894942722,0.386651323360184,0.165707710011507,0.108502480064619,0.0572052299468885,0.542079988356018,0.0946431017708513,0.280674227585174,1503,505,448,"Dwyer"
"Jeremy","Ebobisse","Jeremy Ebobisse","POR",2019,2490,"F",47,19,14.2106731891575,0.0851063829787234,10,8.072,0.165329968313843,1.9282464484158,20,22.7270935301521,1,1.63998595011795,-0.639985950117952,9.71173950170215,5.48702417927077,5.83246701200063,0.171739437267749,0.0819992975058976,0.0410265201790597,-0.0319992975058976,238,"POR",2490,"F",1.81204819277108,0.732530120481928,0.385542168674699,0.311200136928547,0.00637416745306383,0.0743420317461515,0.771084337349398,0.0385542168674699,0.0632283739804511,-0.0246741571129813,0.374428510908998,0.211547920164656,0.224866198053036,238,507,509,"Ebobisse"
"Gerso","Gerso","Gerso","SKC",2019,1858,"Wing",37,13,17.1392901255915,0.297297297297297,2,5.459,-0.871449298876255,-3.45871686072254,25,16.5104770255979,6,4.15444803190716,1.84555196809284,9.6131648926297,0.624149947879676,2.93957572806446,0.147532888127636,0.166177921276286,-0.0934788340735822,0.0738220787237135,550,"SKC",1858,"Wing",1.91173304628633,0.671689989235737,0.103336921420883,0.282043497647666,-0.0450264438601294,-0.178706576226784,1.29171151776103,0.310010764262648,0.214653934910166,0.0953568293524825,0.496697432557832,0.032248867059445,0.151883353010865,550,481,379,"Gerso"
